Amazon Customer Service team,I don't have my order number.
Amazon Customer Service team,card number
card number,Okay.
card number,and could i have the expiration date and csv number on the back.
and could i have the expiration date and csv number on the back.,Can you not find the order from my name?
Can you not find the order from my name?,No I cannot unfortunately.
Can you not find the order from my name?,I need more information.
I need more information.,Where are you based?
Where are you based?,address
address,I don't have the card with me.
address,Give me a number to call back on
Give me a number to call back on,phone number
phone number,And who should I ask for?
And who should I ask for?,
So what time tomorrow should I call you back?,9 AM'
9 AM',Yes
Ah yes that is what we need to talk about,Do you have any information for me?
Do you have any information for me?,According to our records we over charged you
address,Yes
Hello,Hi
Hi,How are you today?
How are you today?,Not too bad
One moment please while I look up your order,ok 
One moment please while I look up your order,thank you
thank you,Can I have your name please?
Can I have your name please?,I'm sorry I didn't catch your name either.
I'm sorry I didn't catch your name either., with Amazon Customer Service and you?
 with Amazon Customer Service and you?,How much do you know about heaters?
 with Amazon Customer Service and you?,what if I wanted to change my order?
Can I have the direct number please?,address phone number
address phone number,thank you.
I do not personally no,shoot I could really use some advice
shoot I could really use some advice,May I have your order description along with credit card number for authorization?
May I have your order description along with credit card number for authorization?,I hope this heater is worth the wait
May I have your order description along with credit card number for authorization?,yes
Hi,Welcome to Amazon Customer Service?
Hi,What can I help you with?
What can I help you with?,how are you doing today?
how are you doing today?,I
You can reach us at phone number,you are from which location?
yes i do have problem,And what may that be?
i can give by the way from which location you are assisting,I'm located in address.
i can give by the way from which location you are assisting,I need the information to find your account.
